date,o,h,l,c,v
2020-09-29 04:10:00,1.0785300000000002,1.078645,1.0784,1.07862,254
2020-09-29 04:15:00,1.0786250000000002,1.07863,1.078555,1.078585,217
2020-09-29 04:20:00,1.078605,1.078625,1.0785550000000002,1.07857,196
2020-09-29 04:25:00,1.078575,1.07858,1.078545,1.078545,111
2020-09-29 04:30:00,1.078585,1.0786099999999998,1.078545,1.07859,215
2020-09-29 04:35:00,1.07865,1.078705,1.078585,1.07867,225
2020-09-29 04:40:00,1.0787149999999999,1.07876,1.078635,1.07876,245
2020-09-29 04:45:00,1.07878,1.078795,1.078695,1.0787849999999999,260
2020-09-29 04:50:00,1.0788000000000002,1.07882,1.07876,1.078765,167
2020-09-29 04:55:00,1.078845,1.07895,1.07876,1.07892,161
2020-09-29 05:00:00,1.0790600000000001,1.07922,1.0789149999999998,1.0791650000000002,368
2020-09-29 05:05:00,1.0792000000000002,1.07924,1.07914,1.079205,238
2020-09-29 05:10:00,1.079205,1.079205,1.079,1.0790700000000002,316
2020-09-29 05:15:00,1.0790700000000002,1.07908,1.07897,1.078975,336
2020-09-29 05:20:00,1.078995,1.07901,1.0788250000000001,1.07883,337
2020-09-29 05:25:00,1.0788449999999998,1.078855,1.078495,1.07857,379
2020-09-29 05:30:00,1.078635,1.0786799999999999,1.07855,1.078675,347
2020-09-29 05:35:00,1.07871,1.078745,1.078655,1.07874,272
2020-09-29 05:40:00,1.07878,1.078825,1.078675,1.078815,354
2020-09-29 05:45:00,1.0788449999999998,1.07889,1.078795,1.078795,294
2020-09-29 05:50:00,1.07883,1.078865,1.078725,1.07876,280
2020-09-29 05:55:00,1.07881,1.078875,1.0786850000000001,1.0788250000000001,404
2020-09-29 06:00:00,1.07898,1.07912,1.0786449999999999,1.078895,1162
2020-09-29 06:05:00,1.078905,1.07892,1.078395,1.07856,950
2020-09-29 06:10:00,1.07858,1.0786,1.078245,1.078355,1163
2020-09-29 06:15:00,1.078385,1.078405,1.078085,1.0782349999999998,899
2020-09-29 06:20:00,1.07825,1.07828,1.078165,1.07822,706
2020-09-29 06:25:00,1.07835,1.07849,1.07815,1.07828,960
2020-09-29 06:30:00,1.0784150000000001,1.078535,1.07826,1.0784349999999998,864
2020-09-29 06:35:00,1.0784449999999999,1.07846,1.078255,1.07833,1071
2020-09-29 06:40:00,1.0784500000000001,1.078565,1.078275,1.0784500000000001,1220
2020-09-29 06:45:00,1.0785200000000001,1.0785900000000002,1.0783800000000001,1.0784799999999999,1220
2020-09-29 06:50:00,1.07863,1.0787749999999998,1.0784449999999999,1.0787650000000002,1055
2020-09-29 06:55:00,1.0787900000000001,1.07883,1.0785749999999998,1.078745,1263
2020-09-29 07:00:00,1.07892,1.0791149999999998,1.078615,1.078855,2195
2020-09-29 07:05:00,1.078855,1.078855,1.078655,1.0786850000000001,1471
2020-09-29 07:10:00,1.078745,1.078805,1.0786,1.07878,1947
2020-09-29 07:15:00,1.07895,1.079115,1.0787550000000001,1.07905,1237
2020-09-29 07:20:00,1.0791650000000002,1.0792899999999999,1.0789849999999999,1.07919,1229
